id,product_category,product_sub_category
3879,Household,Decor
3880,Household,Decor
3881,Household,Lighting Accessories
3882,Household,Decor
3883,Household,Seasonal Decor
3884,Household,Seasonal Decor
3885,Household,Seasonal Decor
3886,Household,Decor
3887,Household,Decor
3888,Household,Decor
3889,Household,Storage
3890,Household,Decor
3891,Household,Storage
3892,Household,Mirrors
3893,Stationery and Office Supplies,Art Supplies
3894,Household,Clocks
3895,Household,Seasonal Decor
3896,Household,Mirrors
3897,Entertainment and Travel,Toys
3898,Household,Decor
3899,Entertainment and Travel,Toys
3900,Stationery and Office Supplies,Art Supplies
3901,Household,Tableware
3902,Household,Decor
3903,Household,Decor
3904,Stationery and Office Supplies,Greeting Cards
3905,Household,Storage
3906,Personal Care,Bags and Wallets
3907,Personal Care,Bags and Wallets
3908,Personal Care,Bags and Wallets
3909,Electronics,Lighting
3910,Stationery and Office Supplies,Gift Wrapping
3911,Stationery and Office Supplies,Gift Wrapping
3912,Stationery and Office Supplies,Gift Wrapping
3913,Household,Kitchen Accessories
3914,Stationery and Office Supplies,Gift Wrapping
3915,Household,Tableware
3916,Household,Decor
3917,Stationery and Office Supplies,Greeting Cards
3918,Stationery and Office Supplies,Greeting Cards
3919,Stationery and Office Supplies,Greeting Cards
3920,Household,Decor
3921,Household,Decor
3922,Household,Tableware
3923,Household,Kitchen Accessories
3924,Household,Kitchen Accessories
3925,Household,Kitchen Accessories
3926,Stationery and Office Supplies,Greeting Cards
3927,Stationery and Office Supplies,Greeting Cards
3928,Stationery and Office Supplies,Greeting Cards
3929,Electronics,Lighting
3930,Stationery and Office Supplies,Gift Wrapping
3931,Personal Care,Jewelry
3932,Stationery and Office Supplies,Gift Wrapping
3933,Stationery and Office Supplies,Greeting Cards
3934,Personal Care,Bags and Wallets
3935,Household,Decor
3936,Personal Care,Jewelry
3937,Household,Tableware
3938,Household,Lighting Accessories
3939,Stationery and Office Supplies,Gift Wrapping
3940,Household,Decor
3941,Stationery and Office Supplies,Greeting Cards
3942,Stationery and Office Supplies,Greeting Cards
3943,Stationery and Office Supplies,Greeting Cards
3944,Household,Garden Accessories
3945,Stationery and Office Supplies,Gift Wrapping
3946,Stationery and Office Supplies,Gift Wrapping
3947,Stationery and Office Supplies,Greeting Cards
3948,Stationery and Office Supplies,Greeting Cards
3949,Household,Decor
3950,Household,Decor
3951,Household,Decor
3952,Stationery and Office Supplies,Greeting Cards
3953,Household,Tableware
3954,Household,Lighting Accessories
3955,Household,Seasonal Decor
3956,Stationery and Office Supplies,Greeting Cards
3957,Household,Storage
3958,Household,Storage
3959,Household,Storage
3960,Household,Lighting Accessories
3961,Stationery and Office Supplies,Greeting Cards
3962,Household,Seasonal Decor
3963,Household,Seasonal Decor
3964,Household,Seasonal Decor
3965,Household,Clocks
3966,Stationery and Office Supplies,Greeting Cards
3967,Household,Lighting Accessories
3968,Stationery and Office Supplies,Greeting Cards
3969,Household,Clocks
3970,Household,Clocks
3971,Personal Care,Jewelry
3972,Household,Seasonal Decor
3973,Household,Seasonal Decor
3974,Automotive,Tools
3975,Automotive,Accessories
3976,Personal Care,Accessories
3977,Personal Care,Jewelry
3978,Household,Decor
3979,Household,Decor
3980,Household,Tableware
3981,Household,Tableware
3982,Household,Tableware
3983,Stationery and Office Supplies,Ribbons
3984,Household,Tableware
3985,Stationery and Office Supplies,Ribbons
3986,Stationery and Office Supplies,Ribbons
3987,Stationery and Office Supplies,Greeting Cards
3988,Stationery and Office Supplies,Greeting Cards
3989,Personal Care,Accessories
3990,Household,Lighting Accessories
3991,Stationery and Office Supplies,Art Supplies
